TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
Sohlh1	Th17_downOnly.txt	Th17_downOnly	1248	up	58	44	3.12216918985e-11	6.99053681608e-08	1700008I05Rik Abhd12b Bbc3 Bicd1 Calcr Cd160 Cdk5r1 Ces2b Chga D430019H16Rik Dhh Dlc1 Drd3 Fap Gata2 Gm2762 Gm3696 Gpr34 Ifitm5 Klra2 Lactb Lhx5 Lin7a Lpl Mafb Mak Myo5b Nrg1 Pcdhgc5 Ppp2r2c Prokr2 Rpgrip1 Slc5a7 St18 Svop Syt4 Sytl5 Tmem150c Tmem63c Tmprss11e Ttc16 Vgf Xdh Zdbf2
Maf	Th17_downOnly.txt	Th17_downOnly	1248	down	82	56	6.27005114495e-11	1.40323744624e-07	9230114K14Rik Abcb1b Abcg3 Adrb2 Afap1l1 Angpt1 Apobec1 Asf1a B4galt5 Bspry Casp3 Ccr8 Cd1d1 Cd274 Cdk5r1 Clcnkb Creb1 Dapl1 Dhrs3 Dnmt3a Dtx4 Epas1 Ephx1 Fam129c Fam26f Gbp8 Gbp9 Gigyf2 Ifi204 Il15ra Il1rap Itpr1 Klf2 Klf3 Larp1b Lpin2 Lrmp Myo6 Nsg2 Pde8a Pdzrn3 Ptp4a1 Rel Sell Serpinb6b Snhg6 Src Tmprss3 Trat1 Vps13a Wdfy3 Zfp362 Zfp426 Zfp827 Zfp947 Zhx2
Otx1	Th17_downOnly.txt	Th17_downOnly	1248	up	61	45	8.2553186509e-11	1.84671478221e-07	4930506M07Rik 5430427O19Rik Acbd7 Adamtsl3 Aim2 Alcam Asap1 Btk C1ql3 Cachd1 Ccl4 Cd274 Cd70 Cd74 Cenpw Chga Dapl1 Dio2 Dmd Dusp18 Fam81a Fermt1 Gcnt1 Lhpp Mak Nkx1-2 Nudt4 Pnkd Ppef1 Prokr2 Prox1 Rimklb Slc29a3 Sox21 Sp6 Stap2 Tal2 Tnfrsf13c Tnfsf15 Trpa1 Trpm6 Txlnb Zdbf2 Zfp467 Zfp945
Sp3	Th17_upOnly.txt	Th17_upOnly	1170	up	229	117	8.99297303292e-11	2.01082877016e-07	Abhd14b Acot11 Acvrl1 Adam15 Adamtsl5 Akap12 Aldoa Anxa11 Anxa4 Apbb1 Aph1b Arhgap33 Arhgef10 Arrb1 Asb16 Asb2 Atp6v0a1 Bmpr1a Capn5 Cbln3 Ccdc92 Ccnd3 Cela1 Celf5 Cep170 Crat Cxcr4 Dach2 Ddit4 Dennd3 Dhrs1 Efemp2 Endou Ern1 Ero1l Fbxo10 Fbxo44 Fgf11 Fzd7 Gatm Ggn Gls2 Gnb5 Gpr146 Grina Gys1 Hcn2 Hk1 Il12rb1 Itpka Jak3 Kcnc3 Kremen2 Lamc1 Lingo3 Lipe Ltk Map3k6 Mapk3 Mapre3 March9 Mboat2 Megf8 Mxd3 Naga Ndrg2 Nfil3 Nrbp2 Nxn Nynrin Pafah1b3 Palm Paqr8 Parp16 Pcbp4 Phospho1 Pkp3 Plekhf1 Plekho2 Ppfia3 Ppp1r13l Ppp1r3b Rab26 Rnf19b Rras Sh3bp1 Slc4a8 Snph Sord Spred3 Stac2 Stk38l Stom Stoml1 Tacstd2 Tgfbr3 Tgm2 Thra Tiparp Tjp3 Tmem205 Tnk2 Tnnc1 Trim3 Trove2 Trpc1 Unc13a Usp35 Vdr Wdr54 Wdr81 Wipi1 Wwp1 Zbp1 Zfp580 Zfp9 Zswim4
Ascl4	Th17_downOnly.txt	Th17_downOnly	1248	up	50	39	9.12003805809e-11	2.03832850598e-07	8430427H17Rik Aard Abca8b Acy3 Agr3 Akr1c12 Ccl1 Cd83 D630039A03Rik Eno4 F5 F8 Fam198a Fermt1 Fgd6 Gata3 Gpr34 Idi2 Ifi203 Igsf9b Il13 Kcnj8 Mndal Nppc Nrgn Oas1b Penk Phldb2 Pnpla3 Scin Sh2b2 Slc22a3 Slc5a11 Stxbp6 Sytl5 Tnfsf8 Wnt3 Zcchc12 Zfp945
Dzip1	Th17_downOnly.txt	Th17_downOnly	1248	up	83	56	1.30521149444e-10	2.91584247858e-07	Abcg2 Abcg3 Akap2 Apobec1 Areg Atp8b4 Boc Calcr Ccl9 Cd83 Ces2c Chn2 Clec2i Cmpk2 Cnrip1 Col27a1 Dcaf17 Ddx60 Dlc1 Dtx4 Fut8 Fzd6 Gca Hdac9 Hspa12a Itgb3 Loxl2 Lypd6b Msrb3 Nlrc5 Opn3 Otud1 Pappa2 Pde8a Pdgfrb Pgap1 Ptpre Qpct Rab19 Ripk2 Rpgrip1 Samd9l Sema4c Sh3tc1 Siglec15 Spib Sytl2 Tnfrsf19 Tnni1 Tspan3 Twist1 Uggt2 Vps13a Wnt1 Zdhhc15 Zfp945
Sp6	Th17_upOnly.txt	Th17_upOnly	1170	down	51	38	1.97196814433e-10	4.40340486629e-07	Aph1b Arrb1 Athl1 Ccdc63 Cd5l Coro7 Cpox Cyp26b1 D930048N14Rik F3 Gem Gprc5a Il21 Itgb7 Lamc3 Lpp Lrrc66 Mboat2 Myo10 Myo1f Npdc1 Nxf7 Osm Padi2 Pcbp4 Pde2a Plxnb1 Pqlc1 Prx Sema4f Skap2 Slc4a8 Stard8 Tec Tgm1 Tnip2 Txk Zswim4
Rxra	Th17_upOnly.txt	Th17_upOnly	1170	down	100	61	4.77608952387e-10	1.06602318173e-06	2810408A11Rik 4930417O13Rik AA467197 Aig1 Apold1 Atp6v0d2 Atrnl1 BC021614 Bend5 Bend6 Capn5 Casp6 Ccr2 Cd2 Cdh17 Chmp4b Crem Crip1 Cyp2d22 Ddit3 Espn Fam183b Fau Flot1 Fth1 Galc Gem Gipr Gmfg Gpr18 Gpr65 Higd1a Hmox1 Krtcap2 Lpp Lpxn Ltb Ly6a March9 Npc2 Palld Pim1 Pla2g12a Plac8 Rasa4 Satb1 Sdcbp2 Selenbp1 Sema7a Serpinb5 Sertad3 Sgms2 Slc48a1 Sncb Srgn Srpx2 Tle6 Tsc22d3 Txk Wwp1 Ypel3
Ikzf5	Th17_upOnly.txt	Th17_upOnly	1170	up	52	38	5.18521448001e-10	1.15682135049e-06	1700016K19Rik Bend4 Bhlha15 Bik Cebpb Csnk1e Dnajc6 Dusp8 Frmd4b Gm4980 Gstm1 Hey1 Hmox1 Il17a Il17f Il1r1 Il21 Itga3 Itgam Kcna3 Kif5c Malt1 Mctp2 Ncs1 Nkd2 Nynrin Palm Pdzd4 Ptpn4 Rcor2 Rorc Satb1 Sirt4 Sox13 Sox5 Ston2 Trib2 Upb1
Foxp1	Th17_upOnly.txt	Th17_upOnly	1170	down	54	39	5.35987143557e-10	1.19525133013e-06	Abcc3 Adap1 Adc Arid5a Atp6v1b1 Avpi1 Batf3 Cyfip2 Cyp2s1 Cysltr2 Dgat1 E330009J07Rik Eps8 F730043M19Rik Fbxo44 Fndc3c1 Gap43 Gcnt2 Glipr2 Itpka Iyd Lama5 Ltb4r1 Marveld1 Megf8 Mgll Olfr527 Plekhf1 Ppp1r14c Ppp3cc Ppp4r4 Procr Rnf19b S1pr2 Scrt1 Tmem125 Trim46 Usp35 Vax2
Nkx1-2	Th17_downOnly.txt	Th17_downOnly	1248	up	67	47	5.5457038961e-10	1.23613739844e-06	Abcb1b Aldh3a1 Arc Arhgap22 Bzw2 Calcr Ccdc146 Cdc14a Ces2c Col27a1 Dhrs3 Dlk2 Dmxl2 Eno3 Fam160a1 Fermt2 Filip1l Glt28d2 Il9r Itih5 Kctd15 Krt17 Lhpp Lingo1 Lypd6b Mcoln3 Nrgn Otx1 Pappa2 Pnoc Ppfibp2 Prkca Rassf6 Ric3 Sh2b2 Siglec15 Snx9 Stap1 Stfa3 Synpo Tal2 Tln2 Tmcc2 Trpa1 Twist1 Zdhhc15 Zfp827
Zfp280b	Th17_downOnly.txt	Th17_downOnly	1248	up	69	48	5.71187208642e-10	1.27260510085e-06	5430427O19Rik Adam10 Adamtsl3 Akr1c12 Ap1s3 Atp11a Avpr1a B4galt5 Bcl6b Bnipl Btk C1ql3 Cacna1c Chst15 Cnnm1 D430041D05Rik D630039A03Rik D930015E06Rik Ddx43 Efcab5 Enam Fam198a Fgf2 Gucy2c Hdc Hlcs Itgb1 Itpr1 Kcnk6 Klf3 Lgals7 Myh6 Myo6 Npas2 P2ry1 Rnf150 Rtn1 Rxra Slc7a8 Smpdl3b Sspo Tbc1d4 Ticam2 Tlr9 Trib1 Wisp1 Wnt10a Zfp467
Hlx	Th17_upOnly.txt	Th17_upOnly	1170	up	77	50	8.16739897935e-10	1.8188797527e-06	4930539E08Rik A930003A15Rik Aqp9 Casp6 Ccdc92 Ccl20 Ccr5 Cdyl2 Clec2l Crem Cxcr1 Dntt Egln3 Eps8 Fam183b Gap43 Gfra1 Gipr Gm1673 Gnb5 Insrr Itgb7 Klrd1 Klre1 Kremen2 Ltb Ly6c2 Ly6e Ly6f Mctp2 Mt1 Padi3 Pck2 Pim1 Plac8 Ppm1j Ppp1r3g Ppp3cc Prf1 Rcn3 Rnh1 Rps14 Serpinb5 Spp1 Stac2 Stard10 Syngr3 Tgfb3 Tmem163 a
Foxj1	Th17_upOnly.txt	Th17_upOnly	1170	up	117	68	9.37858568584e-10	2.08767317367e-06	4930417O13Rik Acvrl1 Aig1 Aldoa Anxa2 Arrb1 C030037D09Rik C3 Car5b Ccdc40 Ccr1 Ccr3 Cdc42ep2 Cish Cln6 D830046C22Rik Ddit4 E330009J07Rik Ebf1 Efhc1 Emilin1 Ero1l Espn Gapdhs Gjc2 Gm1045 Gpr146 Gpr18 Gpr68 Grhl2 Gstt1 H2-Ab1 Hipk4 Hk1 Hormad2 Il4ra Insrr Itga5 Itpk1 Kremen2 Maff Muc2 Ndrg1 Neurl1b Oit3 Pafah1b3 Pcyt1b Pik3ap1 Piwil2 Pkp3 Plcxd1 Ppp3cc Qrich2 Rbpj Ripk3 S1pr2 Slamf7 Sorcs2 Sox5 Spats2 Specc1 Stac2 Tcp11l2 Themis Tle6 Unc13a Vegfa Zswim4
Bbx	Th17_upOnly.txt	Th17_upOnly	1170	up	57	40	1.3132005483e-09	2.92055801943e-06	Akr1b8 Casz1 Cyfip2 Dennd3 Ehd4 Eif4e3 Ern1 Fez2 Frmd4b Gja1 Gstm1 Hipk4 Hmox1 Id2 Il10 Inha Jak3 Krt6b Mxi1 Nfil3 Nucb2 Obsl1 Plod2 Ptprj Rab20 Ripk3 Sdcbp2 Sema4d Serpine1 Sord Stard10 Tiparp Tmeff1 Treml2 Trpc3 Tspan6 Ucp2 Wdr81 Zbp1 Zscan10
Zfp358	Th17_upOnly.txt	Th17_upOnly	1170	up	57	40	1.3132005483e-09	2.92055801943e-06	5031414D18Rik Aldh1b1 Amdhd2 Arhgdig Atp6v0a1 Cdk5 Ctsf Enah Fkbp1b Foxf2 Gab2 Gja1 Glis2 Grina Kctd17 Lama5 Mapk3 Mta3 Mxi1 Nynrin Palm Pim1 Prkar1b Pygl Rnf208 Scn1b Sdc3 Sepw1 Sh2b1 Sh3pxd2b Slc48a1 Stard10 Syngr1 Sytl1 Tspan7 Vps37d Yif1b Zcchc24 Zfp580 Zfp629
Gata2	Th17_downOnly.txt	Th17_downOnly	1248	up	136	79	1.37420963497e-09	3.05486801855e-06	5430427O19Rik Actbl2 Adam10 Adamtsl3 Ankrd13c App Asap1 BC049715 Bcl2l11 Bcl6b Bco2 Btla Cass4 Cd276 Cd81 Clcnkb Clec2i Col27a1 Csf1 Dapl1 Ddah1 Dlc1 Eml1 Enam F2rl2 Fam53b Figf Filip1l Gca Ghrh Gigyf2 Gm10389 Gpr174 Grap Gsta4 Hes5 Icosl Ifitm5 Igsf9 Il15 Il1rap Inadl Jak2 Lingo1 Lmo7 Lypd6b Mbtd1 Mpzl3 Myo6 Ncald Nid2 Olfml2a Olr1 Pard3b Pdcd1lg2 Pde10a Pdzrn3 Plxnc1 Qser1 Rassf10 Rin2 Rspo3 Sall3 Serpinb6b Shisa2 Siglec5 Slc22a3 Smpdl3b Spsb4 Steap3 Tex14 Vat1l Vcan Wdfy3 Wnt3 Zbtb46 Zfp426 Zfp704 Zmat3
Hmgb3	Th17_downOnly.txt	Th17_downOnly	1248	up	85	55	2.12580286707e-09	4.72353397063e-06	4930506M07Rik 8430427H17Rik Abcb1a Acy3 Ap3b1 Apobec2 Arc Ascl4 Bmyc Ccdc28b Ccr8 Cd160 Cenpw Col27a1 Cx3cl1 D630039A03Rik Dhrs3 Dlk1 Dusp18 Ehbp1 Eml1 Eno3 Fam81a Fn1 Gng4 Grpr Gucy2e Il9r Itgb3 Krt17 Leprel1 Lgals7 Lin7a Loxl2 Lrrn3 Mex3b Myh10 Myo1e Nostrin Nrgn Pcolce2 Phldb2 Pla2g4f Pnpla3 Ppap2a Prm2 Serpinb11 Siglec15 Slc11a1 Slc5a11 Spry2 Ticam2 Tnfrsf13c Vsig10 Ypel2
Arid3a	Th17_upOnly.txt	Th17_upOnly	1170	up	121	69	2.18719919953e-09	4.85776942216e-06	Abhd15 Acsl4 Adam15 Aim1 Alpk2 Anxa2 Anxa3 Arhgdig Bmpr1a Ccr3 Cep170 Cnih3 Cpd Crat Cxcl10 Cysltr1 D930020B18Rik Dach2 Dst Ebf1 Ece1 Egln3 Eif4ebp1 Etv6 Galnt3 Hemk1 Il12rb2 Il23r Il2rb Lamc1 Lif Lingo3 Lum Map4k5 Megf8 Mxi1 Myo10 Ndst1 Nxn Obsl1 Palm Paqr8 Pcdh7 Pde1a Pdxp Pik3ap1 Pkp3 Prr5l Prx Ptpn4 Ptprj Rab39 Sdcbp2 Sh3bp1 Sirt4 Ski Slc4a8 Slco3a1 Spef2 Stra6 Sytl1 Timd2 Tpbg Treml2 Tspan2 Vash1 Vegfa Zfp334 Zfp9
Epas1	Th17_downOnly.txt	Th17_downOnly	1248	up	65	45	2.56402377108e-09	5.6921327718e-06	4930412O13Rik Adam10 Adamtsl3 Akr1c12 Akr1c13 Ap1s3 Ar Arhgap26 Arnt2 Bnipl Cacna1c Calcrl Chn2 Cnnm1 Ctnnal1 D430041D05Rik Dtx4 Epha3 Fam198a Fgd6 Fibcd1 Filip1l Frmpd1 Gata3 Glipr1 Grp H1foo Itgb3 Lactb Mllt3 Myo6 Nsun6 Nudt6 Olr1 Pparg Ppp3ca Ptprc Ptpre Qpct Rnd3 Slc7a8 Tnfaip8 Trf Trib1 Usp44
Sox4	Th17_downOnly.txt	Th17_downOnly	1248	up	96	60	2.91020141319e-09	6.45773693586e-06	1700040L02Rik 5830416P10Rik A330023F24Rik Acoxl Adck3 Apobec2 Arhgap26 Bbc3 Clec2i Cmah Cntln Dnm3 Dock11 Edaradd Ephx1 Fn1 Gigyf2 Glipr1 Hist4h4 Ifit1 Ifit2 Ifit3 Insm1 Itgb3 Kctd15 Kndc1 Mex3a Mex3b Ms4a4b Napb Ncoa2 Nid1 Nptx1 Parp8 Phldb2 Phlpp1 Plag1 Plagl1 Pln Plxdc2 Prrg4 Psd3 Pten Qser1 Rasgef1b Rasgrp1 Rgmb Rsad2 Sfmbt2 Sh3bp5 Sytl2 Tbc1d30 Trpm1 Tspan13 Ttn Utrn Xaf1 Xdh Zbtb10 Zhx2
Casz1	Th17_upOnly.txt	Th17_upOnly	1170	up	52	37	3.00908420403e-09	6.67414876454e-06	1110007C09Rik AA467197 Aim1 Amz1 Arl4c Bend4 Ccr5 Cd24a Cdc42ep3 Dleu7 Dusp8 Egln3 Enpp4 Gja3 Hook2 Icam1 Il10 Il9 Jag2 Kcnq2 Krt6b Lmna Lpxn Lrfn1 Lum Ly6a Ly6i Mt2 Myo10 Nipal1 Ppp2r5b Rcor2 Sdcbp2 Sox5 Sp9 Sytl3 Tpbg
Mxd1	Th17_upOnly.txt	Th17_upOnly	1170	up	37	29	3.98710153782e-09	8.83940410934e-06	1600014C10Rik Aim1 Arhgef10 B3gnt3 B3gnt5 B430306N03Rik Ccr5 Csrnp1 F730043M19Rik Fam19a3 Gadd45g Gngt2 Grina Icam1 Igfbp4 Ly6a Ly6c1 Ppm1j Ppp1r3b Ptpn1 Rab4b Rhoq Sdc3 Sema7a Socs1 Socs3 Spsb1 Syt13 Tns4
Tbx21	Th17_downOnly.txt	Th17_downOnly	1248	down	86	55	4.0295710102e-09	8.9295293586e-06	5830416P10Rik 8430427H17Rik Agr3 Ankrd33b Arhgef6 Arsg Bcl2l11 Btk Cald1 Car2 Cc2d2a Ccdc148 Cd180 Cd226 Cd96 Echdc3 Eci1 Epas1 Evi2a Fa2h Gcg Gpr35 Grpr Gsta4 Gucy2c Hlcs Ikbke Insm1 Klf3 Lactb Lax1 Liph Lpar1 Lrrn3 Lsp1 Lypd6b Myadm Qprt Qser1 Rasgrp1 Ripk2 Rtn1 Ryr2 Slc26a10 Src Stap1 Tesk2 Thap2 Ticam2 Tnni1 Trp73 Vav3 Zcwpw1 Zfp362 Zfp945
Glis3	Th17_upOnly.txt	Th17_upOnly	1170	up	118	67	4.82183681871e-09	1.06803685535e-05	2810410L24Rik 4930539E08Rik 5730416F02Rik A930003A15Rik Abcc9 Adam15 Armcx6 Arrb2 Bik Cdh23 Cish Creb3l2 Creg2 Cxcr5 Ddr1 Dlg4 Etv1 Fam129b Fam65c Fbxo44 Foxf2 Gcnt2 Gpnmb Gstm1 Igfbp4 Il33 Insl5 Itgb7 Kcnmb4 Ly6c1 Map3k14 Mvp Myof Ndrg2 Nlrp3 Nynrin Olfr1444 Pdlim4 Pigz Plekho1 Procr Prss46 Pxn Rab20 Rab4a Rara Rasgrp2 Rcor2 Sipa1l2 Slc24a3 Slc43a2 Snord89 Sphk1 Syngr1 Tbc1d16 Tbxa2r Tgfbi Thra Tiparp Tjp3 Tnfrsf12a Tnip2 Treml2 Trib2 Txk Zfp36 Zfp629
Dbp	Th17_downOnly.txt	Th17_downOnly	1248	up	74	49	5.20951259908e-09	1.15338608944e-05	2900060B14Rik Arhgap26 B3gnt2 Cacna2d1 Cass4 Ccdc28b Ccr10 Cd70 Dsp Dtx4 Eci1 Efhd1 Eno4 Ephx1 Fap Foxp2 Galm Gsta4 Hist2h4 Hmcn1 Itpr1 Jak2 Kcnk10 Kif13b L3mbtl3 Lin7a Lpl Ncoa2 Nid1 Nkx1-2 Nrip1 Ocln Ostn Otx1 Pllp Plxdc2 Rhbdf1 Rimklb Rnf150 Serpinb6c Sh2d7 Siglec5 Slc11a1 Thrb Tnfrsf13c Trim14 Txlnb Ubash3a Zcchc14
Hif3a	Th17_upOnly.txt	Th17_upOnly	1170	up	171	89	5.57741131058e-09	1.23428112303e-05	2310022B05Rik 4930486L24Rik 4933406I18Rik Abcb9 Acvrl1 Adarb1 Aldoa Aldoart2 Arrb1 Atp7b B230217C12Rik B3gnt3 Bcar1 Bend5 Bnip3 Btbd3 Capn5 Cbln3 Ccdc40 Cercam Cetn4 Cyp26b1 Cyp2s1 Dennd3 Dlg4 Dpep2 Efemp2 Efhc1 Enpp3 Ero1l Fam102a Fam183b Fkbp11 Fzd7 Gatsl3 Gck Gimap7 H2-Ab1 Hk1 Il10 Il12rb2 Itga2 Kremen2 Lamc2 Mboat2 Mctp2 Mrc1 Muc2 Mxi1 Nags Nfil3 Nlgn2 P4ha2 Padi2 Pafah1b3 Pde6d Pdxp Plcxd1 Ppp1r3g Prss46 Pygl Rab33a Rasgrp4 Rasl12 Rbpj Rnf208 Satb1 Sdcbp2 Selenbp1 Serpine1 Sertad1 Sh3bp1 Slamf7 Smtnl2 Sorcs2 Sp9 Srgn Stk36 Timp1 Tiparp Tnip2 Tspan5 Tspan6 Unc5cl Ust Vegfa Vldlr Wdr54 Zfp9
Gfi1	Th17_downOnly.txt	Th17_downOnly	1248	down	95	59	5.628950972e-09	1.24512395501e-05	8430427H17Rik 9030617O03Rik Adamts6 Arhgap22 Arhgef6 Bmyc Calhm1 Cyp39a1 D1Ertd622e Dcaf17 Dock4 Emr1 Endod1 Eno3 F9 Fam129c Fam69c Fam89a Fermt1 Fmnl2 Gcnt1 Glcci1 Gna15 Gpr56 H2-Eb2 Idi2 Il9r Kcnk6 Krt86 Myadm Nsg2 Ntrk3 Pank1 Pkhd1l1 Pla1a Pla2g4f Rasal1 Rasgrp1 Rassf4 Rgmb Scin Sh2b2 Sh3bp4 Sh3bp5 Slamf9 Slc22a2 Sntb1 Stfa3 Ston1 Tal2 Tbc1d30 Tcf7l2 Tlr7 Tnfsf8 Tnnt3 Utf1 Ypel2 Zfp318 Zmat3
Egr2	Th17_upOnly.txt	Th17_upOnly	1170	up	142	77	5.8224902677e-09	1.28735259819e-05	2310022B05Rik 2810410L24Rik 4930417O13Rik Abat Acp5 Adam19 Adamtsl5 Aldh1l2 Arrb1 Atp6v1b1 Bdh2 C2cd4d Cacnb2 Ccl20 Cd200r1 Cdkn2d Crtam Cyp1b1 Dlg2 Dntt Epb4.1l1 F3 Fam102a Fau Fez2 Flot2 Fosl2 Gabbr1 Gpr146 Gys1 Il21 Itgb8 Jup Kcnmb4 Leprel4 Lhx6 Lingo4 Lrrc27 Mab21l2 Maff Map3k14 Mex3d Mpp2 Mxd3 Nav2 Neat1 Padi2 Pde2a Piwil2 Prex1 Rcan3 Rgs16 Rrad Sema4f Sertad1 Sh2b1 Sirt4 Ski Slc16a2 Slc17a7 Slco3a1 Socs1 Spry1 Stard8 Tgfbr3 Tmeff1 Tnfrsf12a Tnip2 Tnk2 Trp53i13 Tubb6 Vasn Vwa1 Wipi1 Xkrx Zfp36l2 Zswim4
Zfhx3	Th17_downOnly.txt	Th17_downOnly	1248	up	100	61	8.39837810407e-09	1.856041561e-05	1700019D03Rik 4930412O13Rik Agr3 Akap2 Aldh3a1 Ankrd23 Apobec1 Arc BC049715 Bmp2 C2cd4b Ccdc148 Ccdc67 Ccl1 Ccr8 Ces2b Ces2c Clec2i Dgki Ermp1 Fam160a1 Fam20c Fmnl2 Gcnt1 Gnaq Gpr35 Grpr Gucy2e Heg1 Il13 Ispd Itsn1 Krt17 Lgr5 Lin7a Macc1 Marcks Mpzl2 Mpzl3 Ms4a4b Ncoa2 Nrg1 Olr1 Pcdhgc4 Phlpp1 Pkp4 Pla2g4f Pnkd Qpct Serpine2 St18 Ston1 Tmbim1 Tnfsf10 Tnfsf4 Tnnt2 Ubash3a Wwc1 Zfp362 Zfp704 Zfpm1
Hic1	Th17_upOnly.txt	Th17_upOnly	1170	up	66	43	1.11249595092e-08	2.45750355558e-05	Aes Akap12 Anxa11 Asb2 Bcar1 Bcl3 Ccdc92 Ccnd3 Cd5l Cdkn2d Cebpb Cela1 Coro7 Efemp2 Fam20a Frs3 Gfi1 Gpr68 Lamc3 Lpp March9 Mrc1 Mt2 Ndst1 Nek6 Pcbp4 Pld2 Plekho2 Pltp Pxn Rara Rnf19b Rps6ka4 S1pr1 Samd1 Sesn3 Spsb1 Stra6 Tle1 Trim46 Ust Wdr63 Wdr81
Zfp532	Th17_downOnly.txt	Th17_downOnly	1248	up	63	43	1.15669842593e-08	2.55399012445e-05	Afap1l1 B3galnt1 Boc Ccdc80 Ccl5 Ccl9 Ces2c Cx3cl1 Eml6 Epdr1 F5 F9 Fermt2 Foxa1 Fzd3 Gm16287 Gpr35 Hdac9 Igfbp2 Il9r Inhbb Mafb Mirg Mpped2 Myh6 Myh7 Nid1 Nrg1 Ppp2r2c Ptrf Rap1gap2 Sele Sell Slc16a11 Slc22a2 Slc2a2 Slc5a11 Slc5a9 Snai2 Stfa3 Tgfa Tnc Zfp791
Zhx2	Th17_upOnly.txt	Th17_upOnly	1170	down	40	30	1.32942208353e-08	2.93403453835e-05	4932438H23Rik Adam15 Bmpr1a Clip3 Ctnnd1 Cysltr1 Efemp2 Flot2 Flt3l Foxf2 Gatm Glipr2 Gsn Hcn2 Itpka Myo1f Myo3b Npdc1 Piwil2 Ppp3cc Rab39b Rps6ka4 Sema6b Sept9 Serpinf1 Spef2 Themis Trim46 Trove2 Wwp1
Nr4a1	Th17_downOnly.txt	Th17_downOnly	1248	up	132	75	1.40445214347e-08	3.0982214285e-05	4930562C15Rik A1cf AI607873 Amigo2 Ankrd23 Arpp21 BC018473 Bex1 Calhm1 Car2 Ccdc162 Ccl22 Cd1d1 Cd1d2 Cdk5r1 Cecr6 Cmtm7 Cntnap1 Ctss Cyth3 Dock1 Dusp1 Edaradd Egr3 Eml1 Eno3 Epb4.1l4a Fam129c Fam178b Fzd4 Gfod1 Glra4 Gm14446 Gm2762 Gm4759 Gm6792 Gpr157 Hmcn1 Ifi202b Igfbp7 Igj Inpp4a Ipcef1 Kndc1 Krt14 Lrp11 Mirg Napb Nr4a3 Nrip2 Ntn4 Parp8 Rel Samd9l Scn2b Sema4c Slc22a2 Slc23a2 Spib Spsb4 Stap2 Sult2b1 Tas1r3 Tbc1d30 Tex14 Thap2 Tmem120b Tmem229b Tnfsf11 Trat1 Trim14 Ttn Ttyh3 Wls Zbtb46
Stat4	Th17_upOnly.txt	Th17_upOnly	1170	up	182	92	2.04160528483e-08	4.50173965305e-05	1110054M08Rik 4930539E08Rik 4932438H23Rik 5031414D18Rik Adora2a Aig1 Arhgef10 Asb2 Asph B3gnt8 Batf Bcl2 Bcl3 C3 Casp6 Casr Cish Crem Ctla2a Cxcr5 D830046C22Rik Ecm1 Egln3 Eif4e3 Enah Eps8 Espn Faim3 Flot1 Flt3l Frmd4b Fth1 Fxyd7 Gab2 Gabbr1 Gad2 Gadd45g Gipr Glipr2 Gpr114 Gpr146 Gpr18 Gstm1 Gstt1 Il12rb2 Il24 Il2ra Ildr1 Insrr Klre1 Lama5 Lpp Lta Ltb Ly6a Ly6e Ly6k Matk Mcf2l Mctp2 Mfsd2a Mrc1 Mxd1 Myo3b Ngf Nlrp3 Pigz Pla2g12a Plac8 Porcn Ppm1j Prdm1 Rab4b Rara Rras Rufy4 Sdc3 Sdcbp2 Sema4d Serpinb1a Serpinb5 Sgip1 Slc48a1 Socs3 Spef2 Srgap3 Tgfb3 Tgm1 Vps37b Zdhhc18 Zfp36 a
Atf6	Th17_upOnly.txt	Th17_upOnly	1170	up	35	27	2.59180394924e-08	5.71233590412e-05	Arhgdig Armcx6 B4galnt4 B4galt2 Bcl3 Chmp4b Fosl2 Kctd17 Kdm6b Lamc1 Lbp Mex3d Mmp10 Ncs1 Nipal1 P2ry2 Palm Pdzd4 Ptprf Rapgef5 Sco1 Ston2 Syde2 Tox2 Trove2 Zfp629 Zfp9
Snai2	Th17_downOnly.txt	Th17_downOnly	1248	up	43	32	3.48708038e-08	7.68203807715e-05	2900026A02Rik Bmyc Cald1 Cdkn2a Ces2c Ces2g Cyth3 Emr1 Eno3 Gm2762 Gucy2c Idi2 Ikzf2 Il9r Ina Lpar1 Pde4a Pnoc Prrg4 Ptger3 Rimklb Rspo3 Slc26a10 Sp6 Ston1 Sytl5 Ticam2 Trpm1 Ttyh3 Twist1 Wnt10b Zfp791
Nfic	Th17_upOnly.txt	Th17_upOnly	1170	up	43	31	3.64414204368e-08	8.02440078018e-05	1110007C09Rik Adap1 Aldh1b1 Atp1a3 Ccdc63 Cnn2 Cyp2s1 Dlg4 Eif4e3 Fam131b Fgf16 Grk5 Hk1 Hvcn1 Il17a Il17re Il23r Itgam Mpp2 Mpp3 Muc2 Myo1f Ninj1 Nynrin Rcan3 Runx2 Spats2 Timd2 Tmem176a Tmem176b Tst
