	Batf	Etv6	Fosl2	Hif1a	Irf4	Maf	Nfe2l2	Rorc	Stat3
Ankrd53	10.0	0	4.0	2.0	4.0	5.0	1.0	3.0	1.0
Ankrd54	3.0	0	2.0	0	3.0	0	0	0	0
Ankrd55	16.0	0	8.0	1.0	7.0	5.0	0	4.0	5.0
Ankrd6	6.0	2.0	2.0	0	3.0	0	0	0	1.0
Ankrd60	3.0	0	4.0	0	2.0	5.0	0	1.0	1.0
Ankrd63	0	0	1.0	0	1.0	0	0	0	0
Ankrd65 	2.0	2.0	2.0	2.0	2.0	4.0	1.0	2.0	1.0
Ankrd66	1.0	0	1.0	0	0	0	0	0	0
Ankrd9	3.0	0	0	0	2.0	0	0	0	0
Anks6	4.0	0	2.0	0	0	0	0	0	0
Ankzf1	0	0	1.0	2.0	0	2.0	0	0	0
Anln	8.0	1.0	2.0	1.0	1.0	3.0	2.0	1.0	0
Anmkrn1	8.0	2.0	2.0	1.0	3.0	3.0	0	0	0
Ano1	5.0	2.0	4.0	1.0	6.0	2.0	0	0	1.0
Ano10	22.0	0	14.0	1.0	7.0	6.0	0	1.0	2.0
Ano2	0	1.0	0	0	0	0	0	0	0
Ano3	2.0	0	2.0	0	0	0	0	0	0
Ano4	2.0	0	0	0	0	0	0	0	0
Ano5	1.0	0	1.0	0	0	0	0	0	0
Ano6	22.0	0	17.0	1.0	10.0	6.0	0	1.0	4.0
Ano7	15.0	0	9.0	1.0	4.0	6.0	2.0	6.0	3.0
Ano8	0	3.0	1.0	0	6.0	0	0	4.0	0
Ano9	3.0	1.0	2.0	1.0	5.0	2.0	1.0	2.0	4.0
Anp32a	29.0	0	18.0	9.0	16.0	14.0	2.0	7.0	4.0
Anp32b	12.0	2.0	4.0	3.0	6.0	4.0	0	1.0	0
Anp32e	8.0	3.0	5.0	2.0	7.0	3.0	2.0	1.0	0
Antxr1	5.0	0	1.0	0	0	1.0	0	0	0
Antxr2	40.0	2.0	24.0	0	16.0	14.0	0	6.0	0
Anxa1	8.0	0	8.0	0	1.0	0	0	0	0
Anxa10	4.0	0	2.0	0	1.0	1.0	0	0	2.0
Anxa11	18.0	0	11.0	0	10.0	8.0	0	2.0	0
Anxa13	10.0	0	10.0	0	6.0	3.0	0	1.0	1.0
Anxa2	0	0	0	0	0	0	2.0	0	0
Anxa3	7.0	0	5.0	0	3.0	2.0	0	0	2.0
Anxa4	2.0	0	2.0	0	0	1.0	0	0	0
Anxa5	9.0	0	6.0	1.0	2.0	2.0	0	2.0	0
Anxa6	13.0	2.0	8.0	1.0	8.0	2.0	2.0	1.0	4.0
Anxa7	3.0	1.0	2.0	0	1.0	2.0	0	0	1.0
Anxa9	6.0	0	4.0	1.0	3.0	4.0	0	0	2.0
Aoc2	4.0	2.0	1.0	1.0	2.0	1.0	2.0	0	0
Aoc3	2.0	0	0	0	0	0	2.0	0	0
Aox1	3.0	0	2.0	0	1.0	1.0	1.0	0	0
Aox2	12.0	0	10.0	0	4.0	8.0	2.0	3.0	4.0
Aox3	8.0	0	4.0	0	1.0	1.0	0	0	0
Aox4	0	2.0	0	0	0	0	0	0	0
Ap1ar	9.0	2.0	6.0	1.0	6.0	4.0	0	2.0	1.0
Ap1b1	10.0	2.0	7.0	1.0	2.0	2.0	1.0	1.0	2.0
Ap1g1	7.0	0	1.0	1.0	1.0	0	0	0	0
Ap1g2	6.0	0	0	0	2.0	3.0	0	0	0
Ap1m1	1.0	2.0	1.0	0	0	2.0	0	0	0
Ap1m2	13.0	3.0	6.0	3.0	9.0	4.0	0	2.0	9.0
Ap1s1	3.0	0	5.0	0	2.0	2.0	0	1.0	0
Ap1s3	4.0	0	2.0	0	3.0	0	0	1.0	0
Ap2a1	5.0	6.0	5.0	0	1.0	2.0	0	0	0
Ap2a2	6.0	0	8.0	1.0	2.0	0	0	1.0	0
Ap2b1	17.0	3.0	10.0	4.0	6.0	4.0	2.0	2.0	0
Ap2m1	3.0	0	5.0	2.0	4.0	5.0	2.0	0	0
Ap2s1	1.0	2.0	1.0	0	2.0	2.0	0	0	1.0
Ap3b1	18.0	1.0	11.0	1.0	4.0	7.0	5.0	1.0	0
Ap3b2	2.0	0	2.0	0	0	0	0	0	0
Ap3d1	9.0	0	3.0	2.0	6.0	4.0	0	8.0	4.0
Ap3m1	2.0	0	2.0	1.0	2.0	2.0	0	0	1.0
Ap3m2	11.0	0	6.0	0	9.0	5.0	0	1.0	0
Ap3s1	3.0	2.0	0	1.0	2.0	0	0	2.0	0
Ap3s2	9.0	2.0	6.0	0	3.0	3.0	0	1.0	0
Ap4b1	10.0	2.0	6.0	0	7.0	4.0	0	2.0	1.0
Ap4e1	2.0	2.0	2.0	1.0	3.0	0	0	1.0	0
Ap4m1	3.0	4.0	3.0	0	4.0	2.0	0	2.0	0
Ap4s1	11.0	1.0	6.0	3.0	4.0	2.0	0	0	0
Ap5b1	7.0	0	5.0	4.0	6.0	4.0	1.0	3.0	0
Ap5m1	9.0	2.0	4.0	1.0	4.0	1.0	0	0	2.0
Ap5s1	7.0	2.0	4.0	2.0	3.0	2.0	0	1.0	0
Ap5z1	2.0	0	4.0	0	1.0	1.0	0	0	0
Apaf1	5.0	0	4.0	0	2.0	3.0	0	1.0	1.0
Apba3	2.0	0	1.0	2.0	0	0	0	0	0
Apbb1ip	37.0	1.0	14.0	1.0	19.0	9.0	0	2.0	3.0
Apbb2	1.0	0	3.0	0	0	2.0	0	0	0
Apbb3	3.0	3.0	3.0	4.0	3.0	2.0	0	1.0	0
Apc	3.0	0	2.0	0	0	0	0	0	2.0
Apc2	0	2.0	0	0	5.0	2.0	2.0	1.0	0
Apcs	2.0	0	2.0	0	1.0	2.0	0	0	0
Apeh	0	2.0	0	0	0	2.0	0	0	0
Apex1	5.0	0	7.0	2.0	2.0	2.0	1.0	2.0	7.0
Apex2	0	1.0	0	0	0	0	0	0	0
Aph1a	4.0	1.0	0	0	1.0	0	0	0	0
Aph1b	5.0	0	2.0	0	0	0	0	1.0	0
Aph1c	4.0	0	2.0	0	0	0	0	0	0
Api5	10.0	2.0	4.0	1.0	7.0	3.0	1.0	0	0
Apip	5.0	0	2.0	0	0	0	0	0	0
Apitd1	2.0	0	1.0	1.0	2.0	1.0	0	1.0	0
Aplf	2.0	0	0	0	0	0	0	0	0
Apln	3.0	0	0	0	0	0	0	0	0
Aplp1	3.0	0	2.0	0	0	2.0	0	0	0
Aplp2	1.0	0	2.0	0	0	0	0	0	0
Apmap	0	0	0	0	2.0	0	0	0	0
Apoa1bp	1.0	0	2.0	0	0	0	0	0	0
Apoa2	0	0	0	0	2.0	3.0	0	0	0
Apoa5	3.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	0
Apobec1	2.0	0	0	0	1.0	1.0	0	0	2.0
Apobec2	4.0	4.0	3.0	1.0	3.0	1.0	0	0	2.0
Apobec3	9.0	2.0	1.0	0	2.0	5.0	4.0	0	8.0
Apobec4	2.0	2.0	2.0	1.0	2.0	0	0	0	0
Apobr	9.0	0	10.0	0	4.0	4.0	0	0	0
Apoc2	2.0	0	2.0	0	1.0	2.0	0	3.0	0
Apoc4	1.0	0	2.0	0	0	0	0	3.0	0
Apoc4-apoc2	2.0	0	2.0	0	1.0	2.0	0	3.0	0
Apod	5.0	0	0	0	1.0	2.0	0	0	0
Apoe	0	0	0	0	0	0	1.0	0	0
Apof	2.0	0	0	0	1.0	0	0	0	4.0
Apol6	6.0	0	6.0	0	0	2.0	0	0	0
Apol7a	2.0	0	0	0	1.0	0	0	0	0
Apol7e	4.0	0	0	0	0	0	0	0	2.0
Apol8	2.0	0	2.0	0	0	0	4.0	0	0
Apol9a	2.0	0	0	0	1.0	0	0	0	0
Apol9b	5.0	0	4.0	0	3.0	3.0	0	1.0	3.0
Apold1	1.0	0	0	1.0	0	2.0	0	0	0
Apom	0	4.0	2.0	2.0	5.0	2.0	3.0	1.0	1.0
Apon	4.0	0	2.0	0	1.0	1.0	0	0	0
Apoo	0	0	1.0	0	1.0	0	0	0	0
Apool	3.0	0	2.0	0	0	0	0	0	0
Apopt1	4.0	2.0	4.0	2.0	3.0	2.0	0	3.0	0
App	3.0	0	0	0	1.0	3.0	0	0	0
Appbp2os	2.0	2.0	0	1.0	2.0	1.0	0	0	0
Appl1	1.0	0	2.0	1.0	2.0	1.0	1.0	0	0
Appl2	1.0	2.0	1.0	2.0	1.0	3.0	0	1.0	0
Aprt	3.0	3.0	4.0	1.0	2.0	5.0	1.0	1.0	0
Aptx	11.0	1.0	3.0	0	3.0	1.0	0	0	0
Aqp11	5.0	0	2.0	0	4.0	1.0	0	0	2.0
Aqp3	5.0	0	6.0	0	1.0	1.0	1.0	0	0
Aqp7	6.0	0	7.0	0	0	1.0	0	0	0
Aqp8	2.0	0	0	0	0	0	0	0	0
Aqp9	8.0	0	9.0	0	0	2.0	0	0	0
Ar	12.0	0	2.0	0	3.0	0	0	0	0
Arap1	3.0	0	4.0	0	2.0	0	0	0	1.0
Arap3	0	0	1.0	0	1.0	2.0	0	0	0
Arc	2.0	0	2.0	0	4.0	3.0	0	0	0
Arcn1	11.0	1.0	4.0	1.0	5.0	3.0	1.0	0	0
Arel1	6.0	0	4.0	0	2.0	2.0	0	1.0	1.0
Arf1	14.0	2.0	6.0	1.0	11.0	7.0	0	3.0	1.0
Arf2	8.0	0	7.0	1.0	3.0	4.0	1.0	2.0	5.0
Arf3	0	1.0	1.0	0	1.0	2.0	3.0	1.0	0
Arf4	3.0	1.0	2.0	2.0	3.0	1.0	1.0	0	0
Arf5	5.0	1.0	4.0	0	3.0	2.0	0	1.0	4.0
Arf6	10.0	4.0	3.0	2.0	5.0	4.0	1.0	1.0	4.0
Arfgap1	5.0	2.0	1.0	0	4.0	1.0	0	0	0
Arfgap2	3.0	0	1.0	0	1.0	0	0	4.0	0
Arfgap3	1.0	0	2.0	0	0	0	0	0	0
Arfgef2	4.0	2.0	4.0	2.0	1.0	1.0	0	1.0	1.0
Arfgef3	5.0	0	2.0	0	0	0	0	0	0
Arfip1	10.0	2.0	9.0	1.0	7.0	2.0	0	2.0	4.0
Arfip2	2.0	2.0	0	1.0	0	0	0	0	0
Arfrp1	0	2.0	0	1.0	0	1.0	0	1.0	0
Arg2	0	0	2.0	0	0	0	0	0	0
Arglu1	2.0	0	2.0	0	0	0	0	0	0
Arhgap1	4.0	2.0	2.0	1.0	3.0	0	0	0	0
Arhgap10	33.0	2.0	20.0	0	12.0	10.0	0	1.0	3.0
Arhgap11a	7.0	2.0	2.0	0	4.0	0	0	1.0	0
Arhgap12	8.0	0	4.0	0	3.0	2.0	0	0	0
Arhgap15	18.0	0	8.0	0	12.0	7.0	0	0	1.0
Arhgap17	27.0	2.0	18.0	0	11.0	6.0	0	2.0	2.0
Arhgap18	30.0	0	21.0	0	7.0	14.0	0	6.0	6.0
Arhgap19	3.0	0	2.0	0	2.0	0	0	1.0	0
Arhgap20	1.0	0	1.0	0	0	0	0	0	0
Arhgap23	4.0	1.0	4.0	0	0	0	0	0	0
Arhgap24	2.0	0	0	0	0	0	0	0	0
Arhgap25	6.0	2.0	4.0	0	6.0	5.0	0	2.0	0
Arhgap26	2.0	0	0	0	0	0	0	0	0
Arhgap27	3.0	0	3.0	2.0	3.0	2.0	1.0	0	0
Arhgap27os3	5.0	2.0	4.0	0	3.0	3.0	0	0	3.0
Arhgap30	8.0	4.0	6.0	1.0	9.0	9.0	0	2.0	3.0
Arhgap31	18.0	0	8.0	1.0	14.0	6.0	0	1.0	6.0
Arhgap32	2.0	0	2.0	0	0	0	0	0	0
Arhgap35	18.0	1.0	6.0	0	1.0	4.0	0	1.0	0
Arhgap39	31.0	2.0	21.0	1.0	19.0	13.0	1.0	5.0	19.0
Arhgap4	1.0	0	0	0	0	5.0	0	0	0
Arhgap40	0	0	1.0	0	0	0	0	0	0
Arhgap6	11.0	0	4.0	0	0	0	0	0	0
Arhgap8	5.0	0	3.0	0	1.0	2.0	0	0	0
Arhgap9	4.0	1.0	4.0	0	4.0	1.0	0	1.0	1.0
Arhgdia	4.0	6.0	4.0	3.0	5.0	4.0	5.0	0	0
Arhgdib	13.0	2.0	10.0	2.0	6.0	1.0	2.0	1.0	1.0
Arhgdig	0	0	2.0	2.0	0	0	0	0	0
Arhgef1	2.0	0	0	0	0	0	4.0	0	0
Arhgef10	2.0	0	2.0	0	0	2.0	0	0	0
Arhgef12	16.0	2.0	14.0	0	1.0	3.0	0	0	0
Arhgef15	0	0	3.0	0	0	2.0	0	0	0
Arhgef17	4.0	0	6.0	2.0	1.0	2.0	0	0	0
Arhgef18	2.0	0	2.0	0	0	0	0	0	0
Arhgef19	1.0	0	2.0	0	0	2.0	0	0	0
Arhgef2	3.0	0	2.0	0	2.0	0	0	1.0	0
Arhgef25	2.0	0	1.0	0	1.0	0	0	1.0	0
Arhgef28	0	0	0	0	1.0	0	0	0	0
Arhgef3	39.0	1.0	20.0	2.0	25.0	16.0	0	6.0	11.0
Arhgef33	4.0	0	2.0	1.0	0	2.0	0	0	0
Arhgef37	2.0	0	3.0	0	2.0	0	0	0	0
Arhgef39	5.0	1.0	3.0	2.0	3.0	2.0	0	3.0	4.0
Arhgef4	2.0	0	0	0	1.0	0	0	0	0
Arhgef40	1.0	0	2.0	0	0	0	0	1.0	0
Arhgef6	7.0	0	3.0	0	0	0	0	0	0
Arhgef7	2.0	0	3.0	0	0	1.0	0	0	0
Arhgef9	20.0	0	14.0	3.0	10.0	6.0	0	2.0	6.0
Arid1a	27.0	9.0	15.0	6.0	20.0	15.0	1.0	8.0	9.0
Arid1b	14.0	0	9.0	0	2.0	4.0	0	3.0	0
Arid2	31.0	3.0	15.0	6.0	14.0	15.0	0	4.0	1.0
Arid3a	0	1.0	1.0	0	1.0	2.0	0	0	0
Arid3b	19.0	2.0	10.0	1.0	9.0	4.0	0	0	0
Arid3c	5.0	2.0	7.0	0	1.0	0	0	0	0
Arid4a	11.0	0	6.0	0	2.0	2.0	0	0	0
Arid5a	18.0	2.0	10.0	4.0	12.0	18.0	6.0	3.0	14.0
Arid5b	3.0	0	2.0	0	0	0	0	0	0
Arih1	15.0	2.0	12.0	2.0	5.0	6.0	1.0	2.0	4.0
Arih2	1.0	0	0	0	0	1.0	0	0	0
Arl1	2.0	0	5.0	0	3.0	0	0	0	1.0
Arl10	11.0	2.0	4.0	1.0	6.0	0	0	6.0	6.0
Arl11	2.0	0	1.0	0	0	2.0	0	0	0
Arl13a	3.0	0	0	0	2.0	0	0	0	1.0
Arl13b	4.0	1.0	1.0	0	3.0	0	0	0	3.0
Arl14	2.0	0	3.0	0	0	0	0	0	0
Arl14ep	3.0	1.0	2.0	0	3.0	2.0	2.0	1.0	0
Arl15	25.0	1.0	11.0	0	7.0	7.0	1.0	8.0	0
Arl16	3.0	4.0	3.0	3.0	0	0	0	0	0
Arl2	3.0	0	4.0	1.0	5.0	2.0	0	2.0	1.0
Arl2bp	5.0	0	3.0	0	0	3.0	0	1.0	0
Arl3	5.0	0	7.0	1.0	4.0	4.0	0	5.0	4.0
Arl4a	3.0	0	0	0	0	0	0	0	0
Arl4c	11.0	0	7.0	3.0	7.0	7.0	0	0	0
Arl4d	5.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	4.0
Arl5a	5.0	0	0	0	2.0	0	0	0	0
Arl5b	8.0	2.0	6.0	3.0	8.0	0	1.0	1.0	0
Arl5c	8.0	0	3.0	1.0	7.0	3.0	0	4.0	3.0
Arl6	4.0	0	3.0	0	1.0	2.0	0	0	0
Arl6ip1	15.0	4.0	4.0	2.0	8.0	7.0	3.0	4.0	4.0
Arl6ip4	2.0	2.0	4.0	1.0	4.0	1.0	0	0	0
Arl6ip5	19.0	0	16.0	4.0	8.0	6.0	2.0	2.0	3.0
Arl6ip6	4.0	3.0	3.0	1.0	6.0	0	0	1.0	0
Arl8a	0	0	0	0	0	1.0	2.0	0	0
Arl8b	14.0	2.0	11.0	2.0	9.0	6.0	2.0	1.0	1.0
Arl9	0	0	1.0	0	0	0	2.0	0	0
Armc1	3.0	0	1.0	0	0	1.0	0	0	0
Armc10	0	2.0	0	0	0	0	0	0	0
Armc12	3.0	1.0	3.0	1.0	3.0	1.0	1.0	1.0	0
Armc3	7.0	0	4.0	0	3.0	3.0	0	0	1.0
Armc4	0	0	1.0	0	0	0	0	0	0
Armc5	7.0	3.0	4.0	1.0	7.0	6.0	0	2.0	0
Armc6	4.0	0	2.0	0	3.0	0	0	0	2.0
Armc7	6.0	2.0	0	2.0	5.0	2.0	1.0	3.0	0
Armc8	10.0	2.0	2.0	1.0	7.0	2.0	0	1.0	0
Armc9	6.0	2.0	6.0	1.0	4.0	2.0	0	0	4.0
Armcx2	3.0	0	0	0	1.0	0	0	0	0
Armcx3	6.0	0	1.0	0	0	0	0	0	2.0
Armcx4	1.0	0	1.0	0	0	0	0	0	0
Armcx5	0	0	0	0	2.0	0	0	0	0
Armcx6	9.0	0	2.0	0	1.0	0	0	0	2.0
Armt1	3.0	2.0	2.0	2.0	3.0	2.0	0	0	0
Arnt	4.0	0	0	0	0	1.0	0	0	0
Arnt2	4.0	0	1.0	0	1.0	6.0	0	0	0
Arntl	5.0	0	2.0	0	2.0	2.0	0	2.0	0
Arntl2	5.0	0	4.0	0	2.0	2.0	0	0	0
Arpc1a	6.0	1.0	6.0	1.0	2.0	4.0	0	0	5.0
Arpc1b	2.0	0	3.0	1.0	2.0	4.0	1.0	0	4.0
Arpc2	11.0	2.0	6.0	4.0	8.0	4.0	2.0	0	4.0
Arpc3	4.0	2.0	3.0	2.0	4.0	4.0	1.0	1.0	2.0
Arpc4	2.0	2.0	2.0	0	2.0	1.0	2.0	1.0	0
Arpc5	8.0	2.0	4.0	1.0	2.0	0	0	0	0
Arpc5l	8.0	4.0	4.0	0	7.0	2.0	1.0	3.0	0
Arpin	3.0	2.0	2.0	0	3.0	1.0	0	1.0	0
Arpp19	3.0	0	2.0	0	0	0	0	0	0
Arpp21	5.0	0	5.0	0	1.0	0	0	0	0
Arr3	0	2.0	0	1.0	0	0	0	0	0
Arrb1	8.0	0	5.0	3.0	1.0	2.0	0	2.0	0
Arrb2	3.0	0	2.0	0	4.0	3.0	0	0	0
Arrdc1	8.0	2.0	5.0	1.0	4.0	2.0	0	2.0	0
Arrdc2	4.0	2.0	4.0	1.0	2.0	2.0	0	1.0	0
Arrdc3	9.0	6.0	2.0	3.0	5.0	5.0	1.0	2.0	3.0
Arrdc4	6.0	0	1.0	0	1.0	0	0	0	1.0
Arrdc5	3.0	3.0	3.0	1.0	3.0	1.0	0	1.0	0
Arsb	12.0	0	6.0	0	6.0	5.0	0	2.0	2.0
Arsg	2.0	0	3.0	0	0	0	0	1.0	0
Arsi	5.0	0	4.0	0	2.0	3.0	0	4.0	2.0
Arsj	2.0	0	2.0	0	0	0	0	0	0
Art2a-ps	6.0	0	4.0	0	3.0	3.0	0	2.0	2.0
Art2b	3.0	0	2.0	0	2.0	0	0	0	1.0
Art4	2.0	0	2.0	0	0	0	0	0	0
Artn	0	0	0	1.0	0	0	0	0	0
Arv1	2.0	2.0	0	0	2.0	0	0	0	0
Arvcf	3.0	0	2.0	0	1.0	2.0	1.0	1.0	1.0
Arxes2	2.0	0	2.0	0	0	0	0	0	0
As3mt	7.0	0	9.0	0	0	2.0	0	0	0
Asah2	6.0	0	6.0	0	1.0	1.0	0	0	0
Asap1	30.0	0	22.0	1.0	12.0	11.0	0	3.0	2.0
Asap2	10.0	0	4.0	0	1.0	3.0	0	1.0	1.0
Asap3	0	0	0	0	1.0	0	0	0	0
Asb1	0	2.0	0	0	0	0	0	0	0
Asb10	0	0	0	0	2.0	0	0	0	0
Asb11	2.0	0	2.0	0	0	0	0	0	0
Asb13	6.0	0	3.0	0	4.0	0	0	1.0	0
Asb14	7.0	0	2.0	0	4.0	2.0	0	1.0	1.0
Asb15	3.0	0	2.0	0	3.0	2.0	1.0	1.0	1.0
Asb16	3.0	2.0	1.0	1.0	1.0	0	0	0	0
Asb17	0	0	1.0	0	0	0	0	0	0
Asb2	13.0	0	8.0	1.0	8.0	8.0	0	3.0	7.0
Asb3	7.0	2.0	3.0	4.0	4.0	0	0	1.0	0
Asb4	0	0	4.0	0	0	2.0	0	0	0
Asb6	5.0	2.0	6.0	0	3.0	3.0	1.0	0	0
Asb7	2.0	0	0	1.0	2.0	0	0	0	2.0
Asb8	0	2.0	1.0	1.0	0	0	0	0	0
Ascc1	5.0	2.0	2.0	1.0	5.0	4.0	0	0	0
Ascc2	12.0	2.0	8.0	1.0	2.0	4.0	2.0	1.0	0
Ascc3	9.0	0	8.0	0	4.0	4.0	0	1.0	1.0
Ascl2	0	0	1.0	0	0	0	0	0	0
Ascl3	1.0	0	0	0	0	0	0	0	0
Ascl4	2.0	0	2.0	1.0	2.0	1.0	0	0	1.0
Ascl5	0	0	0	0	0	1.0	0	0	0
Asf1a	3.0	0	2.0	1.0	3.0	1.0	1.0	0	0
Asf1b	0	0	2.0	0	1.0	0	1.0	1.0	0
Asgr2	3.0	0	2.0	0	2.0	2.0	0	0	1.0
Ash1l	3.0	0	2.0	2.0	4.0	0	0	0	0
Ash2l	2.0	0	0	0	2.0	0	0	0	0
Asic1	7.0	2.0	3.0	0	4.0	1.0	1.0	2.0	1.0
Asic2	7.0	0	4.0	0	1.0	0	0	0	1.0
Asic3	8.0	0	6.0	0	8.0	3.0	0	3.0	3.0
Asic4	3.0	0	3.0	0	2.0	1.0	1.0	0	0
Asl	5.0	2.0	4.0	2.0	4.0	4.0	0	0	0
Asmt	3.0	2.0	1.0	0	0	0	0	0	0
Asna1	3.0	1.0	1.0	1.0	1.0	0	0	1.0	0
Asns	4.0	0	0	0	1.0	0	3.0	0	1.0
Asnsd1	2.0	2.0	1.0	0	1.0	1.0	0	0	0
Aspa	3.0	0	2.0	0	1.0	2.0	0	0	0
Aspdh	1.0	0	0	0	0	0	0	1.0	0
Aspg	0	0	0	0	1.0	0	0	0	0
Asph	10.0	0	7.0	0	6.0	6.0	0	2.0	2.0
Asphd1	0	0	0	0	2.0	0	0	0	0
Aspm	7.0	0	0	1.0	1.0	1.0	0	0	0
Aspn	9.0	0	7.0	0	4.0	6.0	0	3.0	4.0
Aspscr1	2.0	0	0	4.0	1.0	1.0	1.0	1.0	0
Asrgl1	4.0	1.0	0	0	3.0	0	1.0	0	2.0
Ass1	7.0	0	7.0	0	2.0	5.0	0	1.0	0
Aste1	3.0	0	0	0	1.0	0	0	0	0
Astl	12.0	2.0	5.0	3.0	13.0	8.0	2.0	7.0	4.0
Asun	7.0	1.0	2.0	0	4.0	2.0	0	0	4.0
Asxl1	17.0	0	11.0	2.0	10.0	9.0	0	4.0	6.0
Asxl2	3.0	0	2.0	0	0	0	0	0	0
Atad1	14.0	2.0	8.0	2.0	7.0	5.0	1.0	3.0	3.0
Atad2b	0	0	0	0	0	0	1.0	0	0
Atad3a	1.0	0	0	0	0	1.0	0	0	0
Atad3aos	1.0	0	0	0	0	0	0	0	0
Atad5	10.0	2.0	4.0	1.0	3.0	3.0	0	0	0
Atat1	3.0	0	2.0	0	0	0	0	0	0
Atcay	6.0	0	4.0	0	0	0	0	0	0
Atcayos	3.0	1.0	0	2.0	1.0	0	0	0	0
Ate1	17.0	0	3.0	0	5.0	1.0	0	0	1.0
Atf1	11.0	2.0	9.0	0	3.0	2.0	0	1.0	1.0
Atf3	10.0	0	4.0	0	1.0	4.0	0	0	0
Atf4	8.0	4.0	6.0	3.0	5.0	8.0	2.0	3.0	1.0
Atf5	4.0	2.0	2.0	0	1.0	1.0	0	3.0	0
Atf6	26.0	0	18.0	1.0	14.0	15.0	0	4.0	14.0
Atf6b	6.0	0	4.0	0	1.0	0	0	0	0
Atf7	13.0	0	5.0	0	1.0	0	0	0	0
Atg10	43.0	1.0	36.0	0	10.0	15.0	0	2.0	4.0
Atg101	6.0	2.0	3.0	0	4.0	2.0	2.0	1.0	0
Atg12	0	2.0	0	1.0	2.0	0	0	2.0	0
Atg13	4.0	1.0	4.0	0	2.0	0	0	2.0	0
Atg14	14.0	0	6.0	0	4.0	4.0	0	2.0	0
Atg16l2	8.0	1.0	5.0	3.0	6.0	6.0	0	3.0	3.0
Atg3	8.0	1.0	5.0	2.0	4.0	2.0	0	1.0	0
Atg4a	10.0	0	6.0	2.0	4.0	3.0	1.0	4.0	5.0
Atg4b	6.0	1.0	5.0	2.0	0	4.0	1.0	1.0	0
Atg4c	3.0	0	1.0	0	0	0	0	0	0
Atg4d	2.0	1.0	0	0	0	0	0	0	0
Atg5	13.0	1.0	4.0	0	3.0	1.0	0	0	0
Atg7	31.0	1.0	27.0	1.0	9.0	13.0	0	3.0	1.0
Atg9a	0	0	1.0	3.0	0	2.0	0	0	0
Atg9b	10.0	2.0	8.0	4.0	7.0	2.0	0	3.0	4.0
Athl1	4.0	0	6.0	0	4.0	2.0	0	1.0	0
Atic	3.0	0	1.0	0	1.0	0	1.0	0	0
Atl2	2.0	1.0	0	1.0	3.0	3.0	0	1.0	0
Atl3	16.0	0	5.0	2.0	7.0	7.0	0	2.0	1.0
Atm	5.0	1.0	3.0	1.0	5.0	0	0	0	0
Atmin	3.0	2.0	2.0	0	3.0	2.0	1.0	0	0
Atn1	11.0	3.0	6.0	4.0	9.0	4.0	3.0	5.0	4.0
Atoh8	1.0	0	0	0	0	0	0	0	0
Atox1	5.0	6.0	2.0	2.0	6.0	2.0	0	2.0	0
Atp10a	59.0	1.0	46.0	1.0	24.0	15.0	0	7.0	9.0
Atp10b	3.0	0	2.0	0	1.0	0	0	0	0
Atp11a	7.0	0	5.0	0	0	0	0	0	0
Atp12a	2.0	0	1.0	0	0	0	0	0	0
Atp13a1	0	2.0	0	1.0	2.0	1.0	1.0	1.0	0
Atp13a2	0	0	0	0	0	0	0	0	1.0
Atp13a3	10.0	2.0	10.0	0	5.0	3.0	1.0	0	0
Atp1a1	13.0	1.0	7.0	1.0	9.0	3.0	18.0	1.0	4.0
Atp1a2	5.0	0	4.0	0	3.0	0	0	0	0
Atp1a3	7.0	0	4.0	0	1.0	0	0	1.0	0
Atp1a4	1.0	0	2.0	0	2.0	0	0	1.0	0
Atp1b1	4.0	0	3.0	0	4.0	1.0	0	0	0
Atp1b2	0	0	0	0	0	0	0	3.0	0
Atp1b3	9.0	1.0	5.0	2.0	6.0	1.0	1.0	2.0	0
Atp2a1	4.0	0	2.0	2.0	3.0	2.0	0	0	2.0
Atp2a2	9.0	1.0	8.0	1.0	3.0	3.0	7.0	2.0	8.0
Atp2a3	6.0	0	4.0	0	3.0	6.0	3.0	1.0	0
Atp2b1	19.0	1.0	10.0	0	7.0	6.0	0	2.0	3.0
Atp2b3	5.0	0	2.0	0	1.0	0	0	0	0
Atp2b4	1.0	0	0	0	0	0	0	0	0
Atp2c1	7.0	0	4.0	0	0	1.0	0	0	0
Atp2c2	2.0	0	1.0	0	0	0	0	0	0
Atp4a	0	1.0	1.0	1.0	2.0	1.0	0	0	1.0
Atp4b	5.0	0	3.0	0	1.0	2.0	0	1.0	1.0
Atp5a1	9.0	3.0	3.0	1.0	4.0	2.0	10.0	3.0	0
Atp5b	7.0	2.0	6.0	3.0	6.0	2.0	10.0	0	0
Atp5c1	7.0	2.0	6.0	1.0	5.0	1.0	2.0	1.0	2.0
Atp5d	14.0	1.0	10.0	5.0	7.0	6.0	9.0	5.0	12.0
Atp5e	5.0	4.0	4.0	0	1.0	0	0	0	0
Atp5f1	3.0	0	1.0	0	4.0	2.0	0	0	4.0
Atp5g1	5.0	3.0	4.0	3.0	5.0	1.0	2.0	1.0	0
Atp5g2	2.0	2.0	1.0	2.0	3.0	2.0	0	1.0	0
Atp5g3	7.0	2.0	3.0	0	4.0	3.0	0	1.0	0
