	media(1h)	Th0(1h)	Th0(3h)	Th0(6h)	Th0(16h)	Th0(48h)	Th17(1h)	Th17(3h)	Th17(6h)	Th17(9h)	Th17(12h)	Th17(16h)	Th17(24h)	Th17(48h)	Th1(48h)	Th2(48h)	Treg(48h)
1700012L04Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.7955	3.0418	3.0418	3.0418	3.2631	3.0418	3.0418	3.2316	3.0418	3.0418
1700012P22Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700013D24Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700013F07Rik	3.6309	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4824	3.0418	3.0418	3.6466	3.0418	3.3002	3.0418
1700013G24Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4545	3.0418	3.0418	3.2716	3.0418
1700013H16Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700015E13Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.3375	3.0418	3.2895
1700015F17Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700015G11Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700016C15Rik	3.0418	3.0418	3.7675	4.3753	3.9043	3.4748	3.9934	4.2145	4.2949	3.5395	3.7991	3.5224	3.0418	3.6165	3.4614	3.6239	3.2895
1700016D06Rik	3.0418	3.0418	3.5576	3.6022	3.7821	3.0418	3.7207	3.7955	4.4511	3.5395	3.7991	3.6057	3.0418	3.0418	3.2316	3.0418	3.0418
1700016G22Rik	3.0418	4.0305	3.5576	3.0418	3.0418	3.7226	3.7207	3.7955	3.0418	3.0418	3.0418	3.0418	3.0418	3.4529	3.3686	3.2716	3.5476
1700016H13Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5777	3.0418	3.0418	3.0418	3.0418	3.4545	3.0418	3.3375	  3.53	3.0418
1700016K19Rik	3.8693	4.0305	3.5576	3.0418	4.1708	3.6069	3.0418	3.0418	3.0418	4.0232	3.6625	4.2805	4.3681	4.3092	3.7138	3.9904	3.3905
1700016L04Rik	3.0418	3.0418	3.7675	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5395	3.0418	3.2386	3.0418	3.0418	3.5272	3.0418	3.0418
1700016L21Rik	4.0486	3.7476	3.0418	3.0418	3.0418	3.0418	3.7207	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.3002	5.0828
1700016P04Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700017B05Rik	10.3884	9.98266	9.03298	9.09977	10.3245	9.19502	9.71291	9.41117	9.39651	9.74129	10.1113	10.5031	10.1541	9.45243	8.80989	9.55163	9.65092
1700017D01Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5282	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700017G19Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2316	3.0418	3.0418
1700017J07Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.7207	3.0418	3.5282	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700017N19Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700018A04Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.3002	3.0418
1700018B08Rik	3.0418	3.0418	3.9261	3.6022	3.4778	3.0418	3.0418	4.2145	4.0013	3.5395	3.7991	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700018B24Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4824	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700018C11Rik	3.0418	3.0418	3.0418	3.6022	3.0418	3.0418	3.7207	3.5777	3.5282	3.0418	3.4824	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700018F24Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700018G05Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700018L02Rik	3.0418	3.0418	3.7675	3.6022	3.7304	3.9962	4.1974	3.9599	3.5282	4.0232	3.0418	3.0418	3.8591	 3.891	4.0409	4.2386	4.2704
1700019A02Rik	3.0418	3.0418	3.0418	3.8295	3.7304	3.7892	3.0418	3.5777	3.7264	3.0418	 3.913	3.6128	3.7519	3.6212	3.4614	 3.911	3.5476
1700019B03Rik	4.5426	3.0418	4.0578	3.0418	3.4723	3.0418	4.7526	3.0418	3.0418	3.5395	3.0418	3.0418	3.0418	3.0418	3.0418	3.3002	3.2895
1700019B21Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5282	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700019D03Rik	3.0418	3.0418	3.7675	3.8295	4.5294	5.7241	3.9934	3.9599	3.5282	3.5395	3.0418	3.3192	3.4545	4.3054	5.6554	 5.017	5.2544
1700019E08Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700019G17Rik	6.7698	8.0309	8.1676	 7.854	6.9858	7.0223	 7.644	7.3607	6.8818	 6.523	 6.415	6.1134	6.6429	6.3551	6.9268	 6.689	6.3664
1700019G24Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700019L03Rik	4.3254	4.0305	5.1642	5.5383	5.2331	 4.703	4.8575	5.1879	5.8291	5.5133	5.4709	5.7517	4.7461	4.9651	4.6522	4.9597	4.7658
1700019M22Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700019N19Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700019O17Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700020A23Rik	3.0418	3.0418	3.5576	4.0009	3.7304	3.6519	3.0418	4.0962	4.1099	 4.134	3.4824	3.2386	3.0418	 3.623	3.6643	3.6239	3.4049
1700020D05Rik	4.9536	4.2417	4.9694	4.1428	4.3133	4.7569	3.9934	4.3199	  4.65	4.0232	4.2565	4.1911	4.4753	 4.896	4.5505	4.4528	4.2704
1700020G17Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5777	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700020I14Rik	10.5605	10.4069	9.74656	9.67375	9.35129	9.78107	9.69038	 9.2839	9.23621	9.01477	9.18895	9.06769	9.40074	9.91435	10.0813	9.95727	10.3059
1700020L24Rik	 4.637	4.0305	4.1722	4.0009	3.9908	 3.996	4.5097	4.2145	4.2069	3.0418	3.7991	3.6923	3.7519	 3.988	3.7571	3.3654	3.8934
1700020M21Rik	3.0418	3.0418	3.5576	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2895
1700020N01Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4824	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700020N15Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700020N18Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4824	3.0418	3.0418	3.0418	3.7839	3.0418	3.3905
1700021F05Rik	6.8595	7.0508	7.4828	7.6609	8.0654	7.8745	7.3469	 7.831	8.0169	7.9476	8.2189	8.1797	 8.733	 8.095	7.9525	8.0935	8.1562
1700021F07Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700021K19Rik	8.1684	8.3395	9.0242	8.5359	9.0987	9.6854	8.1576	8.6776	8.6937	8.9206	9.1502	9.4796	9.8341	  9.86	 9.588	9.6095	9.7817
1700021N21Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5282	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700022A21Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700022A22Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700022E09Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5395	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700022H16Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700022I11Rik	4.0486	3.0418	4.0578	4.2658	3.7304	3.4748	3.7207	4.0962	4.4511	3.8957	3.4824	3.6657	3.4545	3.4529	3.4614	3.7542	3.2999
1700023C21Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5395	3.4824	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700023E05Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2631	3.0418	3.0418	3.0418	3.0418	3.0418
1700023F02Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700023F06Rik	3.8693	3.7476	3.9261	3.8295	3.7304	3.6069	3.9934	3.5777	3.7264	3.5395	3.6625	3.5405	3.4545	3.4542	3.2316	3.3654	3.6485
1700023L04Rik	3.6309	3.0418	3.0418	3.0418	3.0418	3.4148	4.5097	3.7955	3.0418	3.7423	3.0418	3.0418	3.4545	4.1087	3.3094	3.2716	3.8299
1700024B18Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700024F13Rik	3.0418	3.0418	3.9261	3.0418	3.0418	3.7863	3.9934	3.5777	3.0418	3.5395	3.0418	3.7278	3.4545	3.7513	3.5356	  3.53	3.7249
1700024G13Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700024P04Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700024P16Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4545	3.0418	3.0418	3.0418	3.0418
1700025B11Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700025C18Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4824	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700025F22Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700025F24Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700025G04Rik	9.2644	9.2564	9.2119	8.1254	7.8573	8.7892	8.8977	8.1147	7.7891	7.2446	7.3902	8.0553	 9.367	9.9392	8.7937	8.3591	9.1418
1700025K24Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700025M24Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	 3.245	3.0418	3.0418	3.0418	3.0418	3.0418
1700025N23Rik	3.8693	3.0418	3.0418	3.0418	3.0418	3.0418	3.7207	3.5777	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700026D08Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.3002	3.0418
1700026D11Rik	3.8693	3.7476	3.5576	3.0418	3.4723	3.4748	4.3652	3.7955	3.0418	3.0418	3.4824	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700026F02Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700026L06Rik	3.0418	3.0418	3.5576	3.6022	3.4778	3.7863	3.7207	3.7955	3.0418	3.5395	3.0418	 3.245	3.0418	  3.56	3.3094	  3.53	3.2895
1700027A15Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700027F09Rik	3.6309	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2716	3.0418
1700027H10Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700027I24Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5405	3.4545	3.0418	3.0418	3.0418	3.0418
1700027J07Rik	3.6309	4.0305	4.4517	3.8295	3.4723	3.0418	3.0418	4.8621	4.1099	4.0232	3.7991	3.9193	3.0418	4.0356	3.0418	3.0418	3.0418
1700028B04Rik	3.0418	3.7476	3.5576	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2631	3.6235	3.0418	3.0418	3.0418	3.2999
1700028D13Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700028E10Rik	5.0215	4.5643	 5.827	 5.578	5.0613	4.1633	5.2807	 5.666	5.6177	5.5133	5.3903	4.7642	4.5251	 4.416	4.1481	4.4893	4.3753
1700028I16Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.7226	3.0418	3.0418	3.0418	3.5395	3.4824	3.4663	3.0418	3.9988	4.0412	3.7542	3.8329
1700028J19Rik	4.7243	  5.28	5.1182	4.6492	4.9307	4.4344	5.1277	4.6602	5.1017	4.9095	5.0439	4.7438	4.8612	 4.848	4.7349	4.5039	4.3372
1700028K03Rik	5.9709	5.7389	5.9075	5.8917	5.2248	5.2717	4.5097	 5.794	5.7008	5.3412	5.5469	5.4401	5.0636	5.1956	  5.44	5.1744	4.7946
1700028M03Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700028P14Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700028P15Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700029B22Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700029F12Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700029H14Rik	4.8056	4.5643	3.9261	4.0009	3.4723	3.4765	5.3509	4.2145	4.2949	3.8957	3.0418	3.2631	3.6235	3.0418	3.0418	3.0418	3.4049
1700029I15Rik	 4.197	4.6959	4.7386	3.8295	4.3832	4.0086	3.9934	4.3199	4.0013	4.4053	4.3258	3.9252	3.9526	 3.988	3.8313	4.1596	3.2895
1700029J03Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700029J07Rik	5.3156	4.5643	 5.021	 5.578	5.6168	5.6729	5.2807	5.4481	6.1551	5.6946	5.6649	5.3538	5.5734	5.6969	5.5638	 5.677	5.4075
1700029M20Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700029N11Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700029P11Rik	3.0418	3.0418	3.5576	3.6022	3.4723	3.0418	3.7207	3.7955	3.5282	3.0418	3.6625	 3.525	3.0418	3.4092	3.0418	3.0418	3.0418
1700030A11Rik	3.0418	3.0418	3.7675	3.0418	3.0418	3.0418	3.0418	3.5777	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700030C10Rik	3.8693	3.7476	4.0578	4.2658	4.0068	3.9962	4.1974	3.9599	3.5282	4.3227	4.2565	4.1113	3.9526	 3.988	3.9234	4.1445	3.8988
1700030F04Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700030F18Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700030J22Rik	3.6309	4.0305	4.9694	5.3664	4.9135	5.6062	4.6375	5.1391	4.9686	 5.777	5.2128	4.9342	4.9665	5.2686	 5.218	5.2349	5.0868
1700030K09Rik	5.2058	4.9222	6.8567	7.3844	7.8733	8.1597	 5.542	7.1775	7.3693	7.6741	7.7692	8.0468	8.0363	7.9175	8.0918	8.2271	8.0182
1700030L20Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700030M09Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5777	3.7264	3.7423	3.0418	3.0418	3.4545	3.0418	3.0418	3.3654	3.0418
1700030N03Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700030O20Rik	3.0418	3.0418	3.5576	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.3002	3.0418
1700031A10Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700031F05Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700031M16Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700031P21Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700034E13Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700034F02Rik	3.6309	4.4152	4.2742	4.1428	 4.298	4.8621	4.1974	4.0962	4.5875	3.7423	 3.913	3.7964	4.3681	4.5085	4.2598	4.2915	4.1431
1700034G24Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700034H15Rik	4.3254	3.7476	4.9694	6.2951	5.8516	 4.305	4.3652	5.0883	6.5861	6.2281	5.7735	5.4595	4.3681	3.8494	4.4935	4.2573	3.7535
1700034I23Rik	3.6309	3.0418	3.5576	3.0418	3.7304	 3.836	3.0418	3.0418	3.5282	3.0418	3.4824	3.0418	3.0418	3.8494	3.5002	 3.729	3.7249
1700034J05Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5395	3.4824	3.4599	3.6235	3.6165	3.6643	3.0418	3.0418
1700034K08Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700034O15Rik	3.0418	3.0418	3.0418	3.6022	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2386	3.0418	3.0418	3.0418	3.0418	3.0418
1700034P13Rik	3.6309	3.0418	3.5576	3.0418	3.4723	3.8984	3.0418	3.0418	3.0418	3.5395	3.0418	3.4599	3.4545	3.8494	4.3992	3.8085	4.1722
1700036G14Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700037C18Rik	5.1473	5.0215	6.0321	5.4973	6.1931	6.3295	5.1277	5.7631	5.8291	6.2662	6.1546	 6.383	 6.613	6.4015	 6.064	6.4236	6.1006
1700037H04Rik	7.9662	7.2165	8.0566	8.6668	9.5074	9.0192	7.6305	8.5417	8.9769	9.5583	 9.355	  9.67	9.5401	9.2224	8.7135	8.8904	8.9788
1700039E15Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700039E22Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4824	3.0418	3.4545	3.0418	3.0418	3.2716	3.0418
1700040L02Rik	4.3254	4.5643	4.2742	3.6022	3.9908	4.4854	4.8575	4.2145	4.0013	3.0418	3.6625	3.4663	3.7519	4.0248	4.3558	4.2526	4.2357
1700041C23Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700041M19Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700042B14Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700042G07Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700042G15Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4824	3.2386	3.4545	3.0418	3.0418	3.2716	3.0418
1700042O10Rik	3.0418	3.0418	3.0418	3.0418	3.6484	 3.996	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.7519	4.5673	4.0409	4.3812	4.3372
1700044C05Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2999
1700044K03Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700045H11Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700046C09Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2895
1700047A11Rik	3.8693	4.4152	3.7675	3.8295	3.6561	3.6069	3.7207	3.5777	3.8765	3.0418	3.7991	3.2386	3.4545	 3.471	3.8147	3.6352	3.8299
1700047E10Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5282	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2895
1700047G03Rik	3.0418	3.7476	3.0418	3.6022	3.4778	3.6543	3.7207	4.5844	3.8765	3.0418	3.0418	3.0418	3.0418	3.0418	3.2316	3.0418	3.2895
1700047I17Rik2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
1700047L14Rik	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
